date,window,pillar,score
1992-05-08,rolling20y,liquidity,21.56
1992-05-08,rolling20y,valuation,94.79
1992-05-11,full,leverage,91.92
1992-05-11,full,liquidity,22.24
1992-05-11,full,valuation,75.57
1992-05-11,rolling20y,leverage,83.12
1992-05-11,rolling20y,liquidity,21.48
1992-05-11,rolling20y,valuation,94.79
1992-05-12,full,leverage,91.92
1992-05-12,full,liquidity,22.23
1992-05-12,full,valuation,75.57
1992-05-12,rolling20y,leverage,83.12
1992-05-12,rolling20y,liquidity,21.46
1992-05-12,rolling20y,valuation,94.79
1992-05-13,full,leverage,91.92
1992-05-13,full,liquidity,22.17
1992-05-13,full,valuation,75.57
1992-05-13,rolling20y,leverage,83.12
1992-05-13,rolling20y,liquidity,21.4
1992-05-13,rolling20y,valuation,94.79
1992-05-14,full,leverage,91.92
1992-05-14,full,liquidity,22.13
1992-05-14,full,valuation,75.57
1992-05-14,rolling20y,leverage,83.12
1992-05-14,rolling20y,liquidity,21.37
1992-05-14,rolling20y,valuation,94.79
1992-05-15,full,leverage,91.92
1992-05-15,full,liquidity,22.33
1992-05-15,full,valuation,75.57
1992-05-15,rolling20y,leverage,83.12
1992-05-15,rolling20y,liquidity,21.57
1992-05-15,rolling20y,valuation,94.79
1992-05-18,full,leverage,91.92
1992-05-18,full,liquidity,22.43
1992-05-18,full,valuation,75.57
1992-05-18,rolling20y,leverage,83.12
1992-05-18,rolling20y,liquidity,21.67
1992-05-18,rolling20y,valuation,94.79
1992-05-19,full,leverage,91.92
1992-05-19,full,liquidity,22.35
1992-05-19,full,valuation,75.57
1992-05-19,rolling20y,leverage,83.12
1992-05-19,rolling20y,liquidity,21.59
1992-05-19,rolling20y,valuation,94.79
1992-05-20,full,leverage,91.92
1992-05-20,full,liquidity,22.53
1992-05-20,full,valuation,75.57
1992-05-20,rolling20y,leverage,83.12
1992-05-20,rolling20y,liquidity,21.76
1992-05-20,rolling20y,valuation,94.79
1992-05-21,full,leverage,91.92
1992-05-21,full,liquidity,22.59
1992-05-21,full,valuation,75.57
1992-05-21,rolling20y,leverage,83.12
1992-05-21,rolling20y,liquidity,21.83
1992-05-21,rolling20y,valuation,94.79
1992-05-22,full,leverage,91.92
1992-05-22,full,liquidity,22.61
1992-05-22,full,valuation,75.57
1992-05-22,rolling20y,leverage,83.12
1992-05-22,rolling20y,liquidity,21.85
1992-05-22,rolling20y,valuation,94.79
1992-05-25,full,leverage,91.92
1992-05-25,full,liquidity,22.61
1992-05-25,full,valuation,75.57
1992-05-25,rolling20y,leverage,83.12
1992-05-25,rolling20y,liquidity,21.85
1992-05-25,rolling20y,valuation,94.79
1992-05-26,full,leverage,91.92
1992-05-26,full,liquidity,22.52
1992-05-26,full,valuation,75.57
1992-05-26,rolling20y,leverage,83.12
1992-05-26,rolling20y,liquidity,21.76
1992-05-26,rolling20y,valuation,94.79
1992-05-27,full,leverage,91.92
1992-05-27,full,liquidity,22.32
1992-05-27,full,valuation,75.57
1992-05-27,rolling20y,leverage,83.12
1992-05-27,rolling20y,liquidity,21.56
1992-05-27,rolling20y,valuation,94.79
1992-05-28,full,leverage,91.92
1992-05-28,full,liquidity,22.55
1992-05-28,full,valuation,75.57
1992-05-28,rolling20y,leverage,83.12
1992-05-28,rolling20y,liquidity,21.79
1992-05-28,rolling20y,valuation,94.79
1992-05-29,full,leverage,91.92
1992-05-29,full,liquidity,22.66
1992-05-29,full,valuation,75.57
1992-05-29,rolling20y,leverage,83.12
1992-05-29,rolling20y,liquidity,21.9
1992-05-29,rolling20y,valuation,94.79
1992-06-01,full,leverage,91.92
1992-06-01,full,liquidity,22.42
1992-06-01,full,valuation,74.94
1992-06-01,rolling20y,leverage,83.12
1992-06-01,rolling20y,liquidity,21.64
1992-06-01,rolling20y,valuation,94.38
1992-06-02,full,leverage,91.92
1992-06-02,full,liquidity,22.49
1992-06-02,full,valuation,74.94
1992-06-02,rolling20y,leverage,83.12
1992-06-02,rolling20y,liquidity,21.71
1992-06-02,rolling20y,valuation,94.38
1992-06-03,full,leverage,91.92
1992-06-03,full,liquidity,22.39
1992-06-03,full,valuation,74.94
1992-06-03,rolling20y,leverage,83.12
1992-06-03,rolling20y,liquidity,21.6
1992-06-03,rolling20y,valuation,94.38
1992-06-04,full,leverage,91.92
1992-06-04,full,liquidity,22.41
1992-06-04,full,valuation,74.94
1992-06-04,rolling20y,leverage,83.12
1992-06-04,rolling20y,liquidity,21.63
1992-06-04,rolling20y,valuation,94.38
1992-06-05,full,leverage,91.92
1992-06-05,full,liquidity,22.26
1992-06-05,full,valuation,74.94
1992-06-05,rolling20y,leverage,83.12
1992-06-05,rolling20y,liquidity,21.47
1992-06-05,rolling20y,valuation,94.38
1992-06-08,full,leverage,91.92
1992-06-08,full,liquidity,22.26
1992-06-08,full,valuation,74.94
1992-06-08,rolling20y,leverage,83.12
1992-06-08,rolling20y,liquidity,21.48
1992-06-08,rolling20y,valuation,94.38
1992-06-09,full,leverage,91.92
1992-06-09,full,liquidity,22.12
1992-06-09,full,valuation,74.94
1992-06-09,rolling20y,leverage,83.12
1992-06-09,rolling20y,liquidity,21.34
1992-06-09,rolling20y,valuation,94.38
1992-06-10,full,leverage,91.92
1992-06-10,full,liquidity,22.06
1992-06-10,full,valuation,74.94
1992-06-10,rolling20y,leverage,83.12
1992-06-10,rolling20y,liquidity,21.28
1992-06-10,rolling20y,valuation,94.38
1992-06-11,full,leverage,91.92
1992-06-11,full,liquidity,22.03
1992-06-11,full,valuation,74.94
1992-06-11,rolling20y,leverage,83.12
1992-06-11,rolling20y,liquidity,21.25
1992-06-11,rolling20y,valuation,94.38
1992-06-12,full,leverage,91.92
1992-06-12,full,liquidity,22.19
1992-06-12,full,valuation,74.94
1992-06-12,rolling20y,leverage,83.12
1992-06-12,rolling20y,liquidity,21.41
1992-06-12,rolling20y,valuation,94.38
1992-06-15,full,leverage,91.92
1992-06-15,full,liquidity,22.23
1992-06-15,full,valuation,74.94
1992-06-15,rolling20y,leverage,83.12
1992-06-15,rolling20y,liquidity,21.45
1992-06-15,rolling20y,valuation,94.38
1992-06-16,full,leverage,91.92
1992-06-16,full,liquidity,22.32
1992-06-16,full,valuation,74.94
1992-06-16,rolling20y,leverage,83.12
1992-06-16,rolling20y,liquidity,21.54
1992-06-16,rolling20y,valuation,94.38
1992-06-17,full,leverage,91.92
1992-06-17,full,liquidity,22.24
1992-06-17,full,valuation,74.94
1992-06-17,rolling20y,leverage,83.12
1992-06-17,rolling20y,liquidity,21.46
1992-06-17,rolling20y,valuation,94.38
1992-06-18,full,leverage,91.92
1992-06-18,full,liquidity,22.38
1992-06-18,full,valuation,74.94
1992-06-18,rolling20y,leverage,83.12
1992-06-18,rolling20y,liquidity,21.6
1992-06-18,rolling20y,valuation,94.38
1992-06-19,full,leverage,91.92
1992-06-19,full,liquidity,22.4
1992-06-19,full,valuation,74.94
1992-06-19,rolling20y,leverage,83.12
1992-06-19,rolling20y,liquidity,21.61
1992-06-19,rolling20y,valuation,94.38
1992-06-22,full,leverage,91.92
1992-06-22,full,liquidity,22.41
1992-06-22,full,valuation,74.94
1992-06-22,rolling20y,leverage,83.12
1992-06-22,rolling20y,liquidity,21.63
1992-06-22,rolling20y,valuation,94.38
1992-06-23,full,leverage,91.92
1992-06-23,full,liquidity,22.73
1992-06-23,full,valuation,74.94
1992-06-23,rolling20y,leverage,83.12
1992-06-23,rolling20y,liquidity,21.95
1992-06-23,rolling20y,valuation,94.38
1992-06-24,full,leverage,91.92
1992-06-24,full,liquidity,22.47
1992-06-24,full,valuation,74.94
1992-06-24,rolling20y,leverage,83.12
1992-06-24,rolling20y,liquidity,21.68
1992-06-24,rolling20y,valuation,94.38
1992-06-25,full,leverage,91.92
1992-06-25,full,liquidity,22.62
1992-06-25,full,valuation,74.94
1992-06-25,rolling20y,leverage,83.12
1992-06-25,rolling20y,liquidity,21.84
1992-06-25,rolling20y,valuation,94.38
1992-06-26,full,leverage,91.92
1992-06-26,full,liquidity,22.57
1992-06-26,full,valuation,74.94
1992-06-26,rolling20y,leverage,83.12
1992-06-26,rolling20y,liquidity,21.78
1992-06-26,rolling20y,valuation,94.38
1992-06-29,full,leverage,91.92
1992-06-29,full,liquidity,22.49
1992-06-29,full,valuation,74.94
1992-06-29,rolling20y,leverage,83.12
1992-06-29,rolling20y,liquidity,21.71
1992-06-29,rolling20y,valuation,94.38
1992-06-30,full,leverage,91.92
1992-06-30,full,liquidity,22.39
1992-06-30,full,valuation,74.94
1992-06-30,rolling20y,leverage,83.12
1992-06-30,rolling20y,liquidity,21.6
1992-06-30,rolling20y,valuation,94.38
1992-07-01,full,leverage,91.37
1992-07-01,full,liquidity,23.1
1992-07-01,full,valuation,75.83
1992-07-01,rolling20y,leverage,81.88
1992-07-01,rolling20y,liquidity,22.23
1992-07-01,rolling20y,valuation,95.83
1992-07-02,full,leverage,91.37
1992-07-02,full,liquidity,22.5
1992-07-02,full,valuation,75.83
1992-07-02,rolling20y,leverage,81.88
1992-07-02,rolling20y,liquidity,21.63
1992-07-02,rolling20y,valuation,95.83
1992-07-03,full,leverage,91.37
1992-07-03,full,liquidity,22.5
1992-07-03,full,valuation,75.83
1992-07-03,rolling20y,leverage,81.88
1992-07-03,rolling20y,liquidity,21.63
1992-07-03,rolling20y,valuation,95.83
1992-07-06,full,leverage,91.37
1992-07-06,full,liquidity,22.53
1992-07-06,full,valuation,75.83
1992-07-06,rolling20y,leverage,81.88
1992-07-06,rolling20y,liquidity,21.66
1992-07-06,rolling20y,valuation,95.83
1992-07-07,full,leverage,91.37
1992-07-07,full,liquidity,22.61
1992-07-07,full,valuation,75.83
1992-07-07,rolling20y,leverage,81.88
1992-07-07,rolling20y,liquidity,21.73
1992-07-07,rolling20y,valuation,95.83
1992-07-08,full,leverage,91.37
1992-07-08,full,liquidity,22.51
1992-07-08,full,valuation,75.83
1992-07-08,rolling20y,leverage,81.88
1992-07-08,rolling20y,liquidity,21.63
1992-07-08,rolling20y,valuation,95.83
1992-07-09,full,leverage,91.37
1992-07-09,full,liquidity,22.47
1992-07-09,full,valuation,75.83
1992-07-09,rolling20y,leverage,81.88
1992-07-09,rolling20y,liquidity,21.6
1992-07-09,rolling20y,valuation,95.83
1992-07-10,full,leverage,91.37
1992-07-10,full,liquidity,22.44
1992-07-10,full,valuation,75.83
1992-07-10,rolling20y,leverage,81.88
1992-07-10,rolling20y,liquidity,21.57
1992-07-10,rolling20y,valuation,95.83
1992-07-13,full,leverage,91.37
1992-07-13,full,liquidity,22.38
1992-07-13,full,valuation,75.83
1992-07-13,rolling20y,leverage,81.88
1992-07-13,rolling20y,liquidity,21.51
1992-07-13,rolling20y,valuation,95.83
1992-07-14,full,leverage,91.37
1992-07-14,full,liquidity,22.37
1992-07-14,full,valuation,75.83
1992-07-14,rolling20y,leverage,81.88
1992-07-14,rolling20y,liquidity,21.49
1992-07-14,rolling20y,valuation,95.83
1992-07-15,full,leverage,91.37
1992-07-15,full,liquidity,22.45
1992-07-15,full,valuation,75.83
1992-07-15,rolling20y,leverage,81.88
1992-07-15,rolling20y,liquidity,21.58
1992-07-15,rolling20y,valuation,95.83
1992-07-16,full,leverage,91.37
1992-07-16,full,liquidity,22.52
1992-07-16,full,valuation,75.83
1992-07-16,rolling20y,leverage,81.88
1992-07-16,rolling20y,liquidity,21.65
1992-07-16,rolling20y,valuation,95.83
1992-07-17,full,leverage,91.37
1992-07-17,full,liquidity,22.42
1992-07-17,full,valuation,75.83
1992-07-17,rolling20y,leverage,81.88
1992-07-17,rolling20y,liquidity,21.55
1992-07-17,rolling20y,valuation,95.83
1992-07-20,full,leverage,91.37
1992-07-20,full,liquidity,22.51
1992-07-20,full,valuation,75.83
1992-07-20,rolling20y,leverage,81.88
1992-07-20,rolling20y,liquidity,21.64
1992-07-20,rolling20y,valuation,95.83
1992-07-21,full,leverage,91.37
1992-07-21,full,liquidity,22.57
1992-07-21,full,valuation,75.83
1992-07-21,rolling20y,leverage,81.88
1992-07-21,rolling20y,liquidity,21.7
1992-07-21,rolling20y,valuation,95.83
1992-07-22,full,leverage,91.37
1992-07-22,full,liquidity,22.66
1992-07-22,full,valuation,75.83
1992-07-22,rolling20y,leverage,81.88
1992-07-22,rolling20y,liquidity,21.79
1992-07-22,rolling20y,valuation,95.83
1992-07-23,full,leverage,91.37
1992-07-23,full,liquidity,23.18
1992-07-23,full,valuation,75.83
1992-07-23,rolling20y,leverage,81.88
1992-07-23,rolling20y,liquidity,22.31
1992-07-23,rolling20y,valuation,95.83
1992-07-24,full,leverage,91.37
1992-07-24,full,liquidity,23.17
1992-07-24,full,valuation,75.83
1992-07-24,rolling20y,leverage,81.88
1992-07-24,rolling20y,liquidity,22.3
1992-07-24,rolling20y,valuation,95.83
1992-07-27,full,leverage,91.37
1992-07-27,full,liquidity,23.48
1992-07-27,full,valuation,75.83
1992-07-27,rolling20y,leverage,81.88
1992-07-27,rolling20y,liquidity,22.61
1992-07-27,rolling20y,valuation,95.83
1992-07-28,full,leverage,91.37
1992-07-28,full,liquidity,23.75
1992-07-28,full,valuation,75.83
1992-07-28,rolling20y,leverage,81.88
1992-07-28,rolling20y,liquidity,22.88
1992-07-28,rolling20y,valuation,95.83
1992-07-29,full,leverage,91.37
1992-07-29,full,liquidity,23.87
1992-07-29,full,valuation,75.83
1992-07-29,rolling20y,leverage,81.88
1992-07-29,rolling20y,liquidity,23.0
1992-07-29,rolling20y,valuation,95.83
1992-07-30,full,leverage,91.37
1992-07-30,full,liquidity,23.46
1992-07-30,full,valuation,75.83
1992-07-30,rolling20y,leverage,81.88
1992-07-30,rolling20y,liquidity,22.58
1992-07-30,rolling20y,valuation,95.83
1992-07-31,full,leverage,91.37
1992-07-31,full,liquidity,23.36
1992-07-31,full,valuation,75.83
1992-07-31,rolling20y,leverage,81.88
1992-07-31,rolling20y,liquidity,22.49
1992-07-31,rolling20y,valuation,95.83
1992-08-03,full,leverage,91.37
1992-08-03,full,liquidity,23.32
1992-08-03,full,valuation,76.06
1992-08-03,rolling20y,leverage,81.88
1992-08-03,rolling20y,liquidity,22.49
1992-08-03,rolling20y,valuation,96.04
1992-08-04,full,leverage,91.37
1992-08-04,full,liquidity,23.55
1992-08-04,full,valuation,76.06
1992-08-04,rolling20y,leverage,81.88
1992-08-04,rolling20y,liquidity,22.72
1992-08-04,rolling20y,valuation,96.04
1992-08-05,full,leverage,91.37
1992-08-05,full,liquidity,23.61
1992-08-05,full,valuation,76.06
1992-08-05,rolling20y,leverage,81.88
1992-08-05,rolling20y,liquidity,22.78
1992-08-05,rolling20y,valuation,96.04
1992-08-06,full,leverage,91.37
1992-08-06,full,liquidity,23.54
1992-08-06,full,valuation,76.06
1992-08-06,rolling20y,leverage,81.88
1992-08-06,rolling20y,liquidity,22.71
1992-08-06,rolling20y,valuation,96.04
1992-08-07,full,leverage,91.37
1992-08-07,full,liquidity,23.81
1992-08-07,full,valuation,76.06
1992-08-07,rolling20y,leverage,81.88
1992-08-07,rolling20y,liquidity,22.98
1992-08-07,rolling20y,valuation,96.04
1992-08-10,full,leverage,91.37
1992-08-10,full,liquidity,24.01
1992-08-10,full,valuation,76.06
1992-08-10,rolling20y,leverage,81.88
1992-08-10,rolling20y,liquidity,23.18
1992-08-10,rolling20y,valuation,96.04
1992-08-11,full,leverage,91.37
1992-08-11,full,liquidity,24.14
1992-08-11,full,valuation,76.06
1992-08-11,rolling20y,leverage,81.88
1992-08-11,rolling20y,liquidity,23.31
1992-08-11,rolling20y,valuation,96.04
1992-08-12,full,leverage,91.37
1992-08-12,full,liquidity,24.23
1992-08-12,full,valuation,76.06
1992-08-12,rolling20y,leverage,81.88
1992-08-12,rolling20y,liquidity,23.4
1992-08-12,rolling20y,valuation,96.04
1992-08-13,full,leverage,91.37
1992-08-13,full,liquidity,23.67
1992-08-13,full,valuation,76.06
1992-08-13,rolling20y,leverage,81.88
1992-08-13,rolling20y,liquidity,22.84
1992-08-13,rolling20y,valuation,96.04
1992-08-14,full,leverage,91.37
1992-08-14,full,liquidity,23.6
1992-08-14,full,valuation,76.06
1992-08-14,rolling20y,leverage,81.88
1992-08-14,rolling20y,liquidity,22.77
1992-08-14,rolling20y,valuation,96.04
1992-08-17,full,leverage,91.37
1992-08-17,full,liquidity,23.59
1992-08-17,full,valuation,76.06
1992-08-17,rolling20y,leverage,81.88
1992-08-17,rolling20y,liquidity,22.76
1992-08-17,rolling20y,valuation,96.04
1992-08-18,full,leverage,91.37
1992-08-18,full,liquidity,23.95
1992-08-18,full,valuation,76.06
1992-08-18,rolling20y,leverage,81.88
1992-08-18,rolling20y,liquidity,23.12
1992-08-18,rolling20y,valuation,96.04
1992-08-19,full,leverage,91.37
1992-08-19,full,liquidity,24.06
1992-08-19,full,valuation,76.06
1992-08-19,rolling20y,leverage,81.88
1992-08-19,rolling20y,liquidity,23.23
1992-08-19,rolling20y,valuation,96.04
1992-08-20,full,leverage,91.37
1992-08-20,full,liquidity,24.1
1992-08-20,full,valuation,76.06
1992-08-20,rolling20y,leverage,81.88
1992-08-20,rolling20y,liquidity,23.28
1992-08-20,rolling20y,valuation,96.04
1992-08-21,full,leverage,91.37
1992-08-21,full,liquidity,23.69
1992-08-21,full,valuation,76.06
1992-08-21,rolling20y,leverage,81.88
1992-08-21,rolling20y,liquidity,22.86
1992-08-21,rolling20y,valuation,96.04
1992-08-24,full,leverage,91.37
1992-08-24,full,liquidity,23.4
1992-08-24,full,valuation,76.06
1992-08-24,rolling20y,leverage,81.88
1992-08-24,rolling20y,liquidity,22.57
1992-08-24,rolling20y,valuation,96.04
1992-08-25,full,leverage,91.37
1992-08-25,full,liquidity,23.21
1992-08-25,full,valuation,76.06
1992-08-25,rolling20y,leverage,81.88
1992-08-25,rolling20y,liquidity,22.38
1992-08-25,rolling20y,valuation,96.04
1992-08-26,full,leverage,91.37
1992-08-26,full,liquidity,23.4
1992-08-26,full,valuation,76.06
1992-08-26,rolling20y,leverage,81.88
1992-08-26,rolling20y,liquidity,22.57
1992-08-26,rolling20y,valuation,96.04
1992-08-27,full,leverage,91.37
1992-08-27,full,liquidity,23.62
1992-08-27,full,valuation,76.06
1992-08-27,rolling20y,leverage,81.88
1992-08-27,rolling20y,liquidity,22.79
1992-08-27,rolling20y,valuation,96.04
1992-08-28,full,leverage,91.37
1992-08-28,full,liquidity,23.62
1992-08-28,full,valuation,76.06
1992-08-28,rolling20y,leverage,81.88
1992-08-28,rolling20y,liquidity,22.79
1992-08-28,rolling20y,valuation,96.04
1992-08-31,full,leverage,91.37
1992-08-31,full,liquidity,23.7
1992-08-31,full,valuation,76.06
1992-08-31,rolling20y,leverage,81.88
1992-08-31,rolling20y,liquidity,22.87
1992-08-31,rolling20y,valuation,96.04
1992-09-01,full,leverage,91.37
1992-09-01,full,liquidity,23.8
1992-09-01,full,valuation,75.95
1992-09-01,rolling20y,leverage,81.88
1992-09-01,rolling20y,liquidity,22.99
1992-09-01,rolling20y,valuation,95.83
1992-09-02,full,leverage,91.37
1992-09-02,full,liquidity,23.86
1992-09-02,full,valuation,75.95
1992-09-02,rolling20y,leverage,81.88
1992-09-02,rolling20y,liquidity,23.05
1992-09-02,rolling20y,valuation,95.83
1992-09-03,full,leverage,91.37
1992-09-03,full,liquidity,23.85
1992-09-03,full,valuation,75.95
1992-09-03,rolling20y,leverage,81.88
1992-09-03,rolling20y,liquidity,23.04
1992-09-03,rolling20y,valuation,95.83
1992-09-04,full,leverage,91.37
1992-09-04,full,liquidity,23.29
1992-09-04,full,valuation,75.95
1992-09-04,rolling20y,leverage,81.88
1992-09-04,rolling20y,liquidity,22.48
1992-09-04,rolling20y,valuation,95.83
1992-09-07,full,leverage,91.37
1992-09-07,full,liquidity,23.29
1992-09-07,full,valuation,75.95
1992-09-07,rolling20y,leverage,81.88
1992-09-07,rolling20y,liquidity,22.48
1992-09-07,rolling20y,valuation,95.83
1992-09-08,full,leverage,91.37
1992-09-08,full,liquidity,23.87
1992-09-08,full,valuation,75.95
1992-09-08,rolling20y,leverage,81.88
1992-09-08,rolling20y,liquidity,23.06
1992-09-08,rolling20y,valuation,95.83
1992-09-09,full,leverage,91.37
1992-09-09,full,liquidity,23.81
1992-09-09,full,valuation,75.95
1992-09-09,rolling20y,leverage,81.88
1992-09-09,rolling20y,liquidity,23.0
1992-09-09,rolling20y,valuation,95.83
1992-09-10,full,leverage,91.37
1992-09-10,full,liquidity,23.79
1992-09-10,full,valuation,75.95
1992-09-10,rolling20y,leverage,81.88
1992-09-10,rolling20y,liquidity,22.98
1992-09-10,rolling20y,valuation,95.83
1992-09-11,full,leverage,91.37
1992-09-11,full,liquidity,23.47
1992-09-11,full,valuation,75.95
1992-09-11,rolling20y,leverage,81.88
1992-09-11,rolling20y,liquidity,22.66
1992-09-11,rolling20y,valuation,95.83
1992-09-14,full,leverage,91.37
1992-09-14,full,liquidity,23.58
1992-09-14,full,valuation,75.95
1992-09-14,rolling20y,leverage,81.88
1992-09-14,rolling20y,liquidity,22.78
1992-09-14,rolling20y,valuation,95.83
1992-09-15,full,leverage,91.37
1992-09-15,full,liquidity,23.3
1992-09-15,full,valuation,75.95
1992-09-15,rolling20y,leverage,81.88
1992-09-15,rolling20y,liquidity,22.49
1992-09-15,rolling20y,valuation,95.83
1992-09-16,full,leverage,91.37
1992-09-16,full,liquidity,23.11
1992-09-16,full,valuation,75.95
1992-09-16,rolling20y,leverage,81.88
1992-09-16,rolling20y,liquidity,22.3
1992-09-16,rolling20y,valuation,95.83
1992-09-17,full,leverage,91.37
1992-09-17,full,liquidity,23.06
1992-09-17,full,valuation,75.95
1992-09-17,rolling20y,leverage,81.88
1992-09-17,rolling20y,liquidity,22.25
1992-09-17,rolling20y,valuation,95.83
1992-09-18,full,leverage,91.37
1992-09-18,full,liquidity,23.01
1992-09-18,full,valuation,75.95
1992-09-18,rolling20y,leverage,81.88
1992-09-18,rolling20y,liquidity,22.2
1992-09-18,rolling20y,valuation,95.83
1992-09-21,full,leverage,91.37
1992-09-21,full,liquidity,23.18
1992-09-21,full,valuation,75.95
1992-09-21,rolling20y,leverage,81.88
1992-09-21,rolling20y,liquidity,22.37
1992-09-21,rolling20y,valuation,95.83
